,soft,medium,hard
0,66368.77016693926,662846.0104509876,629526.3859104491
1,69853.31851059673,274581.0237247911,55653.259356102855
2,96636.6958432558,311780.3037915179,59767.77328760527
3,59918.98408733551,1420129.68435746,6823420.292744593
4,132.66872048193662,8491.177637049721,21396.555250908677
5,544.419026820737,32470.9132411586,15441.611984164614
6,39768.737630672265,238648.81989614255,61471.233816576365
7,83744.32560873165,234328.42188304962,31386.816721632415
8,23162.343638229388,444422.56828003406,514896.4591700195
9,1217.2207497335464,9677.771621004675,946801.2407834502
10,116610.67843093367,397547.8971988749,98547.55070660808
11,7275.907647723867,151391.85049350085,3992922.34704752
12,14077.054855424805,558008.8739434462,1942210.3768572775
13,17.82990156735135,99.1276857680221,31667.87460829167
14,298.97966613504866,7578.810590326249,83301.06536761142
15,13396.307895855502,112379.56566419279,22007.5869720307
16,414.38990618442165,28970.592791919848,70050.38003933367
17,2.1598662666757336,12.608262200216473,2113.297141520213
18,590.2758026675805,14954.800750861032,183449.9050377652
19,3474.049978617655,148417.20069293756,1075754.7666517892
20,5052.529602151378,109282.85819921673,2530257.000151268
21,68157.94566553885,253987.81962273372,46175.049010630755
22,0.7247164666013659,4.584163152240973,1043.4488949322913
23,168.30668706890094,1704.5428526517092,76801.5186682414
24,119967.60752995344,360876.0160557904,74219.99283146698
25,59821.3554519352,546367.8679438243,402319.2005097008
26,5055.370799325014,179648.47191933793,173307.45488540197
27,80983.29209538555,621002.0983690175,445595.73294960044
28,22588.14450707365,712798.66110263,2250811.678632381
29,57842.896364968845,864131.3801679168,1505689.8353359993
30,110512.10466191848,450536.9249558668,144279.96174134352
31,95.92617707200776,524.475706744392,152414.85758049024
32,103.38899437645331,2567.8868291487247,24936.50007007892
33,1109.9488189119265,37614.97240773748,327525.77589896537
34,69.83750853026721,1079.3411998394156,20717.157973762234
35,86966.40364124841,1547906.3834066782,5958997.371006785
36,129482.08038347942,279903.00397478207,35259.877829722296
37,11707.657592562657,208278.80571361506,120083.07096256726
38,85415.82311111744,1301832.9815021276,3553963.6434374684
39,88174.87177277991,1331628.4209632264,3694762.0293178963
40,87503.25781048714,1392786.2934741515,4266218.302337445
41,90731.78208713522,832743.8069032304,919776.8584802297
42,107351.32068254762,332261.35505367117,65049.18281365326
43,86022.92334439419,595937.8602635625,378641.86504343845
44,1811.82991398581,14621.321697247804,1477374.0783030596
45,6977.393269758361,152583.10842033383,3692916.7068331977
46,23.02393745608418,139.1645352886254,14272.33792450913
47,760.8913317829457,3737.4014409430692,1554041.2083517788
48,15615.198140480356,524567.8827670788,1288417.3241784456
49,418.04487200607576,36728.778354821385,44458.409639440586
50,7424.748412006799,191012.80934730818,142119.07713590216
51,47890.432068013186,436202.75153433136,262064.88776158524
52,156.1801443482646,16022.64964166962,16516.52512484673
53,24.536390366148197,286.6501616529553,7492.196438250539
54,90351.53290390417,1492433.082737214,5117722.469055317
55,44520.01441844776,1259775.982459555,6715576.093304416
56,2770.906800713171,156186.68757514647,247935.83934383866
57,77.30581448091309,420.1569795775117,131589.4961412051
58,87147.92373582363,857966.5436373496,1034994.1453753884
59,130508.79686336216,293753.3355097434,39884.47371038371
60,2174.5929304977976,17621.42108323357,1816343.1556412196
61,49896.070596659156,648024.167542373,753008.6629270341
62,307.8162121352949,1702.888795659604,376813.3571187287
63,103012.32446679751,528790.5010460209,235876.51015814426
64,13294.878122292834,298234.6870256067,281357.34766355925
65,1270.4735767629663,58893.579942216114,32258.972487138068
66,118255.07033734732,342348.6549300957,65167.39406650078
67,5688.079952714619,294105.08871218044,883606.0516281985
68,5251.568334821506,137429.27894551354,80912.43733496332
69,87037.08950178407,926712.9771826303,1290393.405272872
70,119805.53714588459,269684.74923831376,33997.50111496795
71,60868.89402921112,308083.6169516709,84715.54626961163
72,997.2334820077734,67307.79048323882,65049.15124230529
73,2488.603926826821,139888.65782667117,196151.09560828033
74,15592.521845711592,509973.7759938225,1173456.876214129
75,6892.069092320023,138746.67800769024,65656.24835360209
76,500.5339652818831,39696.99907712884,32361.843665004304
77,43429.003517808436,802833.6911361209,1581501.8978259433
78,47807.88796347112,182594.17553940648,26018.356543247497
79,40375.25260578852,964716.8390434926,3003132.643282455
80,74154.90592276443,560729.6888669,361761.80304239603
81,613.4320210463388,4428.47812919285,475331.58491918386
82,5860.466568586087,150565.49209090666,93311.1230080672
83,578.1870628855503,40423.30949596577,27021.39461273316
84,43802.00230385401,282311.6725940928,88299.93604351082
85,80287.10248998633,274426.9442548423,49514.17258917713
86,143.13221125466822,13612.464615653409,17802.2932724154
87,6.143001679692488,35.07571909649332,5949.815573155833
88,20068.311916302264,772325.0670746351,4061474.9757587053
89,105812.6156902594,505645.2926966139,204345.85802778552
90,11717.732259954479,309240.14853254985,350454.8802516377
91,86355.04833974408,1397090.2938274993,4361451.389039152
92,39632.10461604981,861841.1737718203,2146095.4670425993
93,6496.5503059890825,234381.97853376644,287867.52670489426
94,79280.92243705106,336526.47757935413,86228.04130104902
95,146666.1377324847,282941.7210357032,32812.3248874879
96,83.21503415153327,460.67486870798905,117062.11548300831
97,14266.61106266042,181274.05245260918,70891.61208053095
98,3.0576228429699563,17.84749591374629,5329.578523313017
99,53476.07384308904,755624.5290793587,1096174.6549851778
100,13178.664018492978,187990.91149801863,83220.33954501266
101,12.662164014127606,77.00705980685424,6968.011595041401
102,65522.52891341683,1391468.8023396917,5725292.1263553845
103,338.90862935187596,1954.3426273152247,354631.97130626877
104,106356.97035436654,454148.9689120393,152057.03133948208
105,603.1497294353314,49504.89511162992,66580.64433175605
106,1588.4477770952305,78969.86319254167,395319.7198298724
107,89621.92806516553,701661.3546031528,575074.7917123928
108,87118.8707915099,801017.8785702714,852670.3556572299
109,33883.5345917705,1089866.1655975715,6051862.9314862685
110,109604.17836614088,292891.40093440353,45612.66397984766
111,69880.5497962826,343027.69803563436,100667.48337785162
112,283.23150058418037,19762.90435914198,46693.8009334806
113,8403.730530428556,184978.38335905166,4592153.717201628
114,9381.238145522084,202631.0245647168,5291563.597885206
115,100654.9233911466,511559.36472515535,219590.87324150978
116,381.7972050397553,2282.6678501640035,369252.86336154625
117,142.84041454008636,756.7537599403661,255471.08547940885
118,3667.149838553419,167615.958781892,203119.14024204237
119,94339.61692635826,669373.0768449125,483892.9141712284
120,2431.122310766566,55472.897667346115,1029000.4361868547
121,185.4671928624862,12386.234504206195,30239.39083981987
122,50.373547053754564,303.4946996888723,35884.35334632968
123,1087.0271405251635,53098.15989415938,28542.903538743252
124,86494.15963771538,1170382.3984983673,2556251.6280810195
125,68176.12209738186,1314912.4615711132,4571337.774096415
126,745.568427835034,53890.213277930285,121698.58555132037
127,150.80878839653522,5025.424007652713,33137.30565606984
128,60430.93346107384,711888.6929526244,832307.5517345058
129,116699.43619402764,406197.4466685547,104373.22628923996
130,55827.95101025262,499037.68815320614,332530.0270308057
131,134.3455741916532,3341.1337398597043,33585.62241116239
132,81587.4630935512,942715.6063088845,1432062.8537077352
133,62970.660672028855,300895.5929806231,77356.43915592333
134,32516.048256853755,259507.43853751206,90645.72801481512
135,23.736584940024755,134.84540305510987,36812.12297214805
136,2.6818150444806834,16.20466113704748,4163.370113858125
137,25612.035758269336,905499.4116048751,4778760.5097819045
138,109083.49145835187,281770.73565819865,41281.60448561842
139,24123.432350320545,167779.1854532782,37361.3853761342
140,9379.603559781071,329945.21308845823,3909152.263506592
141,545.7850304156389,4662.989699429053,349546.72722491185
142,13323.672787926904,569231.4040910499,2566027.1047023884
143,50393.18227912724,1137274.058993782,3983493.6612319183
144,95306.92322662567,417495.2081171322,132374.89125702047
145,185.01446914928695,5026.421450023219,46264.921744345105
146,835.7022949318382,6052.8808864846105,675775.8721430539
147,33538.22768268527,931249.2612097609,3348079.0833998765
148,412.9018799157902,20634.370469516347,85528.0025883223
149,22159.15628809704,533675.6584852937,910703.8084663269
150,96043.7817207244,410343.32545671565,125563.59333276874
151,21948.339035963778,173989.42561940907,44456.20194663844
152,102791.5396044614,395773.3907050403,107811.81372299965
153,689.5735420028955,21000.37185870204,199027.72231894152
154,114052.07657910085,415205.8426620763,112803.18131449012
155,8557.853384259835,348697.1309611679,732824.174135216
156,1336.3202548623847,27682.402878115354,536542.8767000868
157,116618.8261334399,412609.0720668725,108939.13349253451
158,100322.32920774419,577335.7278441573,306339.17178407783
159,79550.91964750415,1333316.6808346813,4089434.4094041465
160,19955.336023554555,778540.5313959486,4406258.0878901575
161,22051.627651672017,232291.084248028,93771.19347135905
162,3974.683183488846,162241.64529057633,1298847.566166271
163,46.79776914153669,304.176145761314,28109.7430223928
164,1594.2360065886387,106712.7618210349,172902.26222744313
165,110.49668889291226,4969.905850609067,20386.59369229654
166,20073.18010724739,172053.28007579356,46560.831359008385
167,37909.84595890471,619020.3144987873,842408.8357081083
168,4109.72605320665,98615.9594502935,1865003.4075118839
169,337.84497466628636,16490.09998207073,68974.12502850527
170,72644.93307349013,421544.1970679627,169509.21178270708
171,330.11740198843825,29670.00812098002,39034.04362962666
172,19509.328296607142,154573.13485235738,36183.99825526642
173,67.47434432569106,411.6655480827319,48787.480858050425
174,88102.29300667712,1025532.0526698313,1709271.3681920578
175,1963.5106184917836,125389.93885148843,215069.24692230183
176,20.244193982481626,303.495743899006,5154.922306000662
177,89993.79369720102,788198.2051186044,793213.4711680452
178,4145.550326696868,69878.17594076689,2314152.1862497367
179,99602.86744563775,492527.36531263264,199772.22357915717
180,131271.20352909417,335526.1137953055,56742.06628187833
181,1589.0980852410835,105903.01690641629,166040.54411014047
182,333.5549284990055,5730.067523909096,118158.03445643172
183,101466.38878401513,397890.6789939261,110527.72972832859
184,14377.62776279044,155395.24904558502,47411.94218468688
185,8863.046689226558,395854.6752081714,1150176.410584937
186,5706.629356877781,171125.53906473235,134507.61811135281
187,21814.191807361003,293112.79188274185,174540.71114493618
188,2609.6375782751725,91452.00733491039,876695.4928614926
189,22352.70756850179,510027.7746918304,789829.0614413734
190,90696.82667162316,715949.2442413501,602338.6539136543
191,9.82013795270173,56.46551361984182,16380.43365149268
192,121.230158193673,562.4781129372501,269260.8193118794
193,4528.882255354171,245963.24690397963,942566.632378388
194,64718.776105454126,993551.6103491422,2047357.495870607
195,147060.57351758936,267537.6754284437,28166.385861684892
196,326.0735155386947,26855.485284542097,46524.966838957385
197,78547.73181588172,646636.0217891899,510967.0450210574
198,181.7616488592594,7229.463215917459,37681.333821635155
199,83567.19662163898,368808.7438317661,105550.90526223404
200,392.45951551506676,2289.1113623210344,404128.98430549307
201,72211.17403430988,1274916.0691193792,3916063.0643055076
202,99750.81367890196,301828.3214173006,53393.817711353004
203,436.17508773363886,3770.995829374747,266453.7592944182
204,86773.40979595562,1257816.0715680069,3158269.4633443113
205,452.85160744741194,15079.920626640793,116646.77489107821
206,19669.07441953533,781438.1359139737,5981209.996713913
207,21503.202406507764,749901.2296989925,2957491.6485293284
208,29.973743687260736,257.5784349786148,11985.48772263365
209,98801.70483494319,606268.517647535,354684.1457952421
210,121430.22183985151,273337.5825179178,34860.630955150475
211,12657.586347015682,514352.9924148897,4553491.446298893
212,96089.7767286328,667145.4969907687,472325.35613531683
213,76759.96658694698,517214.5391116792,282011.79165301507
214,4.23591131627582,25.388904105533513,6168.239329425351
215,72063.2914249237,1139129.7165529972,2785355.1077702832
216,119943.16515436232,271790.7870811785,34681.36310754332
217,104532.10892381688,230487.5208524714,24975.843784124932
218,94309.60707439925,377604.76495831413,101888.33196314971
219,571.3681959948045,3554.642341937858,538358.7804532592
220,106809.30104219877,484270.509882125,180350.71632748615
221,82381.41975477827,1078829.403369396,2100196.3483445817
222,16.231326555329343,93.59640679436106,23045.324938211543
223,102607.42209183172,229898.27638015518,25190.44439893347
224,87190.06685102594,1153841.2887113553,2433642.4552883995
225,88874.3957419792,845437.8119560671,976619.4962908325
226,9.975971532294206,57.901880240634014,15803.042693037805
227,61477.30368498012,213127.65471944615,31621.429028506085
228,471.45443972124656,37501.18448708667,29189.14814707473
229,327.57132403410225,7908.2560877769465,95054.59509606013
230,54274.28576909707,706365.9198597381,893055.2156714071
231,198.72672516613642,1022.6127891490057,380298.3365226621
232,84794.31097316639,874176.5454839237,1116877.6208267296
233,158907.20937680086,262446.3077080891,25124.70430878663
234,25.71019480843329,216.22032839351198,10243.81731893267
235,551.4625899380713,4261.752151183762,390173.61036815867
236,39.82241807520684,213.65619637037636,74018.42903717322
237,103815.76243862546,532929.5943493634,239439.2631324164
238,997.2957865147289,74020.30257213482,108331.68957902768
239,63958.77355437496,301503.33765606,76776.9610411046
240,3479.9182807608804,125289.51249238919,1210003.4754417557
241,87548.78017587072,1095625.558096792,2083021.3610241383
242,4767.876661635533,245830.22313668186,546942.6796801576
243,9261.75799518123,120966.8155272356,36191.64217382485
244,319.65626016037663,5035.840142011211,118670.00268498677
245,84777.16479685591,976396.8437171351,1533100.5527557144
246,145174.13916351262,257773.43520157324,25755.361002263147
247,85976.09835929815,1311912.3022408755,3615740.99348578
248,99751.47094943009,272981.63344127417,40813.71324804229
249,15009.639382858497,256489.9386243588,168261.16443475464
250,100792.64579151059,440517.6751216719,146236.1517820934
251,29300.281243895526,901788.1860097605,3616771.5491936915
252,26.894800969493538,425.3209005182552,6894.236674255375
253,18827.92999852614,282660.71458316984,179531.6110754594
254,70548.82963998674,1217834.6351491455,3480035.5048126876
255,87880.51913596784,1411990.9001076662,4430848.538307043
256,89699.6049920588,711286.8357311431,596869.7011239474
257,63018.46784892703,923168.106089418,1690217.6040293882
258,101032.75339964751,507915.35504061286,214710.2315768977
259,94374.212103339,652667.2750336734,451087.01880499604
260,110594.81504057022,421257.84552336024,120243.32600278186
261,108160.2603086936,444084.6894407422,141183.62862842903
262,35252.02151118324,188005.15761821144,36416.75590256343
263,67901.15977949706,704340.5423643957,731772.5263766807
264,71082.5405068311,1402594.4193030414,5372819.235203443
265,31222.327175120394,392265.00125834637,281525.4858792003
266,120774.49483411171,240821.7634598641,24934.010052874368
267,129016.34916589255,331792.0804456729,55835.00121540873
268,83861.68733112596,1587197.5209468626,6703475.91930161
269,1026.2054584521502,42772.253857913856,17229.85310690928
270,58447.7090033508,822356.8449889886,1292330.8933545607
271,88691.625931215,1289635.504637681,3336588.549374451
272,101281.9396409686,572189.2790870429,296626.5290624962
273,81961.25200696482,1240440.9740298984,3192294.4339585644
274,2095.994941868542,56607.39634508001,784382.4636198757
275,97441.42750692423,594710.452860709,340218.6493992328
276,3375.6193619535015,79263.53337275874,1494317.0276034665
277,34303.79240178918,168302.04545071555,27905.39354652551
278,62817.96984979275,219146.82517955732,33429.48741438338
279,14541.335387845384,489343.69492620695,1119248.8032249454
280,18.132360186755992,103.1059879692806,20349.73135739132
281,2778.4267021117503,168144.29648654722,473246.3296955205
282,95783.0224374637,227872.83671976364,26048.739035714163
283,8363.761648766535,250739.81747199214,3815704.452219789
284,938.1386561361938,56623.38532824874,40194.96729363475
285,60159.850491819605,317071.9473044772,92342.20795005721
286,148.68405771315113,960.0230604176636,108491.52405241205
287,91168.94591108312,843308.1172664866,949318.5420977823
288,569.7848946129063,13700.744649486378,181224.83223900475
289,9906.294961695827,124566.00775373435,36852.2528035221
290,183.87332476473705,1223.5578376741448,132060.99938849706
291,102139.92147948929,445924.4442032712,149526.00225937398
292,11550.29958090877,182369.52873493856,85934.8622285279
293,43843.92520059015,368776.67626509606,179490.96837006317
294,3197.7935727046497,175090.22311659224,296855.74888284283
295,7217.461428931479,301414.2832210508,2486112.501351772
296,7.474764071555564,40.22481445978683,14510.814815227866
297,7.645045569311059,44.73375536956353,9446.69113165078
298,161.57194562590448,4549.358706903868,38916.66371977118
299,88837.53918880798,985445.661623892,1512651.0706597473
300,118739.69594983966,326231.6882947195,57061.66404440895
301,45.903263008970555,816.856668305432,11828.454324695687
302,64568.46367707274,930602.5876972205,1692943.6974730645
303,8657.763889288026,158615.36098864538,76393.40469104973
304,60.73757774417847,285.7720918703145,133082.14830815548
305,88882.82019908112,1037079.1183429521,1752254.8747679389
306,6129.140972925017,242888.9865079511,2181105.114613639
307,111.53902634168175,3611.119280031296,23876.22946608167
308,13962.51857525434,574351.3398189191,2288051.087143846
309,2824.9234414583907,76079.4528844468,30433.02132851309
310,65.21540715781323,369.1982799769333,62377.837328418886
311,46802.159150199106,618175.016838821,697084.8060821134
312,21576.040653012777,481964.4872935504,693271.8247967081
313,25694.618164238254,894768.0522258473,4469620.386441572
314,109175.58500939424,460354.98424506496,154458.46264320938
315,996.387533183412,17154.5450084777,424502.4581651834
316,130.25615044475308,13325.515202482295,14648.144996928057
